inds.id life.sg.status ages mf FP MP year year_samp
FF_279 A 3 0 BB_617 AA_90 2010 2012
FF_323 A 3 1 U_402 AA_464 2010 2012
FF_484 A 3 1 BB_596 Y_539 2010 2012
FF_518 A 3 1 X_354 X_712 2010 2012
FF_526 A 3 1 Z_570 W_26 2010 2012
FF_548 A 3 0 Z_681 W_831 2010 2012
FF_593 A 3 1 CC_182 U_859 2010 2012
FF_604 A 3 0 BB_269 T_399 2010 2012
FF_646 A 3 1 P_771 O_1374 2010 2012
FF_654 A 3 0 V_46 K_360 2010 2012
EE_98 A 4 0 X_563 BB_535 2009 2012
EE_111 A 4 1 Z_135 BB_570 2009 2012
EE_130 A 4 1 Z_783 BB_691 2009 2012
EE_154 A 4 1 Z_799 BB_772 2009 2012
EE_157 A 4 1 Y_686 BB_777 2009 2012
EE_210 A 4 0 AA_840 AA_315 2009 2012
EE_243 A 4 1 V_540 AA_538 2009 2012
EE_346 A 4 1 Z_155 Z_498 2009 2012
EE_393 A 4 0 AA_646 Z_878 2009 2012
EE_431 A 4 1 V_403 Y_395 2009 2012
EE_497 A 4 1 BB_180 X_472 2009 2012
EE_498 A 4 1 BB_685 X_494 2009 2012
EE_527 A 4 1 BB_199 W_74 2009 2012
EE_579 A 4 1 Y_723 V_419 2009 2012
EE_636 A 4 0 AA_343 T_399 2009 2012
DD_66 A 5 1 AA_545 AA_266 2008 2012
DD_288 A 5 1 Z_151 Z_739 2008 2012
DD_306 A 5 0 AA_41 Z_880 2008 2012
DD_395 A 5 1 N_237 Y_679 2008 2012
DD_410 A 5 1 W_988 Y_856 2008 2012
DD_507 A 5 1 X_525 W_482 2008 2012
DD_525 A 5 1 W_623 W_796 2008 2012
DD_597 A 5 0 Y_862 U_93 2008 2012
DD_609 A 5 0 M_266 U_573 2008 2012
DD_629 A 5 1 Z_787 T_135 2008 2012
DD_726 A 5 0 Y_745 N_301 2008 2012
CC_2 A 6 1 Y_200 Z_9 2007 2012
CC_242 A 6 0 Y_893 Y_344 2007 2012
CC_361 A 6 0 W_508 X_343 2007 2012
CC_446 A 6 0 V_489 W_393 2007 2012
CC_541 A 6 0 Z_570 V_513 2007 2012
CC_566 A 6 1 O_1006 V_889 2007 2012
BB_49 A 7 0 X_284 Y_196 2006 2012
BB_129 A 7 0 V_568 Y_556 2006 2012
BB_211 A 7 0 M_266 X_135 2006 2012
BB_452 A 7 0 V_614 V_122 2006 2012
BB_509 A 7 0 P_55 V_699 2006 2012
BB_566 A 7 1 V_199 U_626 2006 2012
BB_584 A 7 1 V_489 U_972 2006 2012
BB_707 A 7 1 Y_108 R_617 2006 2012
BB_775 A 7 1 Y_874 N_92 2006 2012
BB_784 A 7 1 R_373 N_1211 2006 2012
AA_6 A 8 0 J_1246 X_24 2005 2012
AA_187 A 8 0 R_654 W_51 2005 2012
AA_398 A 8 0 T_1164 V_422 2005 2012
AA_430 A 8 1 P_55 V_639 2005 2012
AA_549 A 8 0 V_876 U_1061 2005 2012
AA_847 A 8 0 W_656 A1194 2005 2012
Z_37 A 9 1 U_574 W_179 2004 2012
Z_205 A 9 0 V_740 W_924 2004 2012
Z_229 A 9 0 L_488 W_1030 2004 2012
Z_255 A 9 0 T_1151 V_159 2004 2012
Z_404 A 9 1 P_55 U_168 2004 2012
Z_628 A 9 0 U_224 S_429 2004 2012
Z_784 A 9 0 S_53 P_1265 2004 2012
Y_478 A 10 0 K_83 T_1019 2003 2012
Y_759 A 10 0 O_80 P_1156 2003 2012
X_257 A 11 1 O_976 T_381 2002 2012
X_607 A 11 0 S_494 R_919 2002 2012
X_734 A 11 1 Q_199 P_768 2002 2012
W_64 A 12 0 H_1301 T_292 2001 2012
W_966 A 12 0 S_730 K_1523 2001 2012
V_58 A 13 1 G_1115 S_264 2000 2012
V_210 A 13 0 S_378 S_992 2000 2012
V_595 A 13 1 P_1268 P_78 2000 2012
U_262 A 14 0 I_1559 Q_213 1999 2012
U_386 A 14 1 Q_436 Q_985 1999 2012
U_523 A 14 1 R_110 P_859 1999 2012
U_749 A 14 1 R_127 N_858 1999 2012
U_1084 A 14 0 R_672 B_433 1999 2012
T_109 A 15 0 Q_14 Q_528 1998 2012
T_149 A 15 1 M_358 Q_695 1998 2012
S_1107 A 16 1 M_541 G_919 1997 2012
M_1445 A 22 0 H_168 A3868 1991 2012
A6641 A 35 1 GOD GOD 1979 2012
II_15 J 1 1 FF_98 DD_164 2013 2013
II_39 J 1 0 FF_275 Z_126 2013 2013
II_42 J 1 1 FF_280 FF_567 2013 2013
II_57 J 1 0 FF_353 EE_331 2013 2013
II_90 J 1 1 FF_537 X_739 2013 2013
II_101 J 1 1 FF_606 DD_263 2013 2013
II_109 J 1 0 FF_652 DD_749 2013 2013
II_145 J 1 0 EE_228 EE_397 2013 2013
II_176 J 1 0 EE_394 CC_74 2013 2013
II_213 J 1 1 EE_655 EE_158 2013 2013
II_221 J 1 0 EE_676 Y_263 2013 2013
II_223 J 1 1 EE_682 EE_346 2013 2013
II_249 J 1 1 DD_134 FF_593 2013 2013
II_267 J 1 1 DD_306 EE_623 2013 2013
II_278 J 1 1 DD_548 O_1374 2013 2013
II_310 J 1 0 CC_70 EE_552 2013 2013
II_311 J 1 0 CC_86 BB_615 2013 2013
II_323 J 1 1 CC_194 DD_323 2013 2013
II_326 J 1 1 CC_208 Z_102 2013 2013
II_330 J 1 1 CC_229 CC_328 2013 2013
II_342 J 1 1 CC_331 CC_248 2013 2013
II_382 J 1 1 CC_744 Z_79 2013 2013
II_431 J 1 0 BB_785 EE_233 2013 2013
II_439 J 1 1 AA_93 EE_74 2013 2013
II_470 J 1 0 AA_758 U_242 2013 2013
II_493 J 1 0 Z_443 CC_303 2013 2013
II_534 J 1 0 Y_759 Z_404 2013 2013
II_555 J 1 0 W_314 EE_223 2013 2013
II_560 J 1 0 W_592 FF_261 2013 2013
II_564 J 1 1 W_988 FF_81 2013 2013
II_578 J 1 1 V_594 FF_286 2013 2013
II_581 J 1 1 V_988 EE_190 2013 2013
II_589 J 1 0 T_164 DD_565 2013 2013
II_594 J 1 0 T_1145 CC_53 2013 2013
II_599 J 1 1 R_713 BB_63 2013 2013
II_615 J 1 1 J_1246 FF_321 2013 2013
HH_7 SA 2 0 EE_696 EE_53 2012 2013
HH_50 SA 2 0 EE_7 EE_204 2012 2013
HH_61 SA 2 1 DD_97 EE_261 2012 2013
HH_69 SA 2 1 T_402 EE_299 2012 2013
HH_95 SA 2 0 DD_238 EE_431 2012 2013
HH_100 SA 2 1 V_286 EE_467 2012 2013
HH_106 SA 2 1 EE_13 EE_498 2012 2013
HH_210 SA 2 1 S_749 DD_368 2012 2013
HH_246 SA 2 1 W_470 DD_585 2012 2013
HH_256 SA 2 1 CC_596 DD_673 2012 2013
HH_264 SA 2 0 CC_96 DD_745 2012 2013
HH_345 SA 2 1 AA_391 BB_17 2012 2013
HH_362 SA 2 1 EE_414 BB_294 2012 2013
HH_363 SA 2 1 Y_580 BB_297 2012 2013
HH_455 SA 2 1 DD_162 Z_30 2012 2013
HH_458 SA 2 1 EE_248 Z_55 2012 2013
HH_465 SA 2 0 DD_242 Z_189 2012 2013
HH_510 SA 2 0 CC_234 Y_218 2012 2013
HH_557 SA 2 0 DD_271 W_26 2012 2013
HH_572 SA 2 1 Y_182 W_820 2012 2013
HH_582 SA 2 0 AA_129 V_254 2012 2013
HH_634 SA 2 0 Q_1107 O_1374 2012 2013
HH_637 SA 2 1 EE_276 N_896 2012 2013
GG_31 A 3 0 DD_677 DD_155 2011 2013
GG_98 A 3 1 CC_332 DD_465 2011 2013
GG_109 A 3 0 DD_162 DD_513 2011 2013
GG_120 A 3 1 Z_588 DD_543 2011 2013
GG_161 A 3 0 DD_95 DD_749 2011 2013
GG_171 A 3 0 AA_847 CC_44 2011 2013
GG_185 A 3 0 DD_483 CC_132 2011 2013
GG_204 A 3 0 CC_753 CC_322 2011 2013
GG_228 A 3 0 AA_647 CC_513 2011 2013
GG_247 A 3 0 DD_655 CC_677 2011 2013
GG_263 A 3 0 DD_648 CC_760 2011 2013
GG_273 A 3 0 DD_692 BB_70 2011 2013
GG_283 A 3 0 CC_627 BB_207 2011 2013
GG_343 A 3 0 BB_79 BB_766 2011 2013
GG_408 A 3 0 Y_307 AA_796 2011 2013
GG_481 A 3 0 CC_224 Y_88 2011 2013
GG_490 A 3 0 X_250 Y_201 2011 2013
GG_569 A 3 1 Z_799 W_961 2011 2013
FF_28 A 4 0 CC_647 CC_99 2010 2013
FF_70 A 4 0 CC_212 CC_400 2010 2013
FF_98 A 4 0 AA_819 CC_547 2010 2013
FF_99 A 4 0 BB_509 CC_548 2010 2013
FF_228 A 4 0 R_289 BB_575 2010 2013
FF_252 A 4 1 T_1069 BB_746 2010 2013
FF_279 A 4 0 BB_617 AA_90 2010 2013
FF_290 A 4 1 AA_129 AA_189 2010 2013
FF_296 A 4 1 AA_740 AA_219 2010 2013
FF_311 A 4 0 Z_476 AA_351 2010 2013
FF_352 A 4 0 AA_93 AA_751 2010 2013
FF_368 A 4 1 AA_319 Z_30 2010 2013
FF_373 A 4 1 CC_572 Z_79 2010 2013
FF_386 A 4 0 AA_165 Z_238 2010 2013
FF_606 A 4 0 AA_617 T_591 2010 2013
EE_28 A 5 1 Y_149 BB_184 2009 2013
EE_53 A 5 1 BB_6 BB_291 2009 2013
EE_108 A 5 0 AA_298 BB_566 2009 2013
EE_143 A 5 1 M_1081 BB_731 2009 2013
EE_168 A 5 0 Z_122 AA_3 2009 2013
EE_177 A 5 0 T_469 AA_84 2009 2013
EE_210 A 5 0 AA_840 AA_315 2009 2013
EE_232 A 5 1 J_1246 AA_460 2009 2013
EE_268 A 5 0 BB_409 AA_710 2009 2013
EE_331 A 5 1 V_2 Z_357 2009 2013
EE_415 A 5 1 W_334 Y_160 2009 2013
EE_456 A 5 1 AA_750 Y_561 2009 2013
EE_463 A 5 0 AA_164 Y_766 2009 2013
EE_488 A 5 0 J_382 X_266 2009 2013
EE_641 A 5 1 Z_537 T_686 2009 2013
EE_682 A 5 0 BB_385 Q_371 2009 2013
DD_17 A 6 1 Y_14 AA_50 2008 2013
DD_156 A 6 0 AA_807 AA_789 2008 2013
DD_260 A 6 0 W_781 Z_576 2008 2013
DD_277 A 6 1 Z_167 Z_669 2008 2013
DD_285 A 6 1 AA_319 Z_715 2008 2013
DD_335 A 6 0 Z_62 Y_194 2008 2013
DD_344 A 6 0 Z_263 Y_257 2008 2013
DD_542 A 6 1 S_1044 W_1033 2008 2013
DD_570 A 6 0 V_945 V_525 2008 2013
DD_577 A 6 1 V_715 V_638 2008 2013
DD_629 A 6 1 Z_787 T_135 2008 2013
DD_712 A 6 0 AA_272 P_490 2008 2013
CC_21 A 7 0 V_232 Z_115 2007 2013
CC_117 A 7 1 Z_80 Z_590 2007 2013
CC_149 A 7 0 X_633 Z_741 2007 2013
CC_208 A 7 0 X_204 Y_130 2007 2013
CC_633 A 7 0 Y_458 T_622 2007 2013
CC_702 A 7 1 U_178 R_696 2007 2013
CC_703 A 7 0 Z_881 R_740 2007 2013
CC_770 A 7 1 Z_186 K_360 2007 2013
BB_73 A 8 0 Y_341 Y_321 2006 2013
BB_151 A 8 0 Y_174 Y_685 2006 2013
BB_446 A 8 1 Y_849 V_60 2006 2013
BB_524 A 8 0 Y_222 V_908 2006 2013
BB_544 A 8 0 Y_602 U_168 2006 2013
BB_545 A 8 0 T_1015 U_189 2006 2013
BB_766 A 8 1 U_339 O_173 2006 2013
AA_219 A 9 1 V_555 W_293 2005 2013
AA_464 A 9 1 V_923 V_908 2005 2013
AA_627 A 9 1 W_669 T_1128 2005 2013
Y_28 A 11 1 V_573 V_112 2003 2013
Y_106 A 11 0 S_1020 V_477 2003 2013
Y_241 A 11 1 V_635 U_242 2003 2013
Y_296 A 11 0 V_256 U_606 2003 2013
Y_415 A 11 0 R_231 T_548 2003 2013
Y_423 A 11 0 S_296 T_622 2003 2013
Y_667 A 11 0 R_1151 R_1130 2003 2013
X_942 A 12 0 U_962 G_370 2002 2013
V_692 A 14 1 N_397 P_1300 2000 2013
R_713 A 18 0 O_550 L_524 1996 2013
P_1347 A 20 0 A6786 G_165 1994 2013
J_1246 A 26 0 G_502 C_900 1988 2013
JJ_3 J 1 1 BB_791 GG_10 2014 2014
JJ_16 J 1 0 BB_715 GG_80 2014 2014
JJ_19 J 1 0 FF_315 GG_98 2014 2014
JJ_24 J 1 0 BB_509 GG_112 2014 2014
JJ_25 J 1 1 Y_759 GG_115 2014 2014
JJ_60 J 1 1 EE_205 GG_272 2014 2014
JJ_81 J 1 1 W_592 GG_409 2014 2014
JJ_95 J 1 1 FF_612 GG_506 2014 2014
JJ_99 J 1 1 R_713 GG_533 2014 2014
JJ_103 J 1 0 FF_604 GG_555 2014 2014
JJ_134 J 1 1 Z_628 FF_42 2014 2014
JJ_139 J 1 0 EE_72 FF_74 2014 2014
JJ_149 J 1 1 AA_273 FF_160 2014 2014
JJ_199 J 1 0 CC_3 FF_420 2014 2014
JJ_212 J 1 0 GG_180 FF_518 2014 2014
JJ_236 J 1 1 EE_667 FF_632 2014 2014
JJ_272 J 1 1 FF_178 EE_257 2014 2014
JJ_276 J 1 1 EE_108 EE_312 2014 2014
JJ_305 J 1 0 GG_525 EE_555 2014 2014
JJ_308 J 1 0 EE_14 EE_579 2014 2014
JJ_319 J 1 0 GG_374 EE_700 2014 2014
JJ_339 J 1 0 GG_515 DD_263 2014 2014
JJ_349 J 1 1 DD_107 DD_372 2014 2014
JJ_375 J 1 1 GG_304 DD_701 2014 2014
JJ_376 J 1 1 AA_847 DD_703 2014 2014
JJ_395 J 1 0 DD_597 CC_341 2014 2014
JJ_434 J 1 0 GG_481 BB_359 2014 2014
JJ_436 J 1 1 FF_537 BB_446 2014 2014
JJ_466 J 1 0 Y_106 AA_475 2014 2014
JJ_478 J 1 0 BB_270 AA_820 2014 2014
JJ_491 J 1 0 T_555 Z_395 2014 2014
JJ_497 J 1 1 GG_31 Z_726 2014 2014
JJ_506 J 1 1 EE_693 Y_73 2014 2014
JJ_522 J 1 0 CC_481 Y_444 2014 2014
JJ_554 J 1 0 FF_627 V_595 2014 2014
JJ_562 J 1 1 GG_7 U_386 2014 2014
JJ_563 J 1 1 Y_893 U_523 2014 2014
JJ_580 J 1 1 AA_342 N_841 2014 2014
JJ_582 J 1 1 FF_451 N_896 2014 2014
JJ_584 J 1 0 FF_439 M_1097 2014 2014
II_12 SA 2 0 FF_70 AA_515 2013 2014
II_39 SA 2 0 FF_275 Z_126 2013 2014
II_70 SA 2 0 FF_429 AA_538 2013 2014
II_72 SA 2 0 FF_438 DD_577 2013 2014
II_93 SA 2 0 FF_542 DD_277 2013 2014
II_194 SA 2 1 EE_544 DD_393 2013 2014
II_277 SA 2 0 DD_547 DD_383 2013 2014
II_286 SA 2 0 DD_613 BB_777 2013 2014
II_365 SA 2 1 CC_607 AA_189 2013 2014
II_366 SA 2 0 CC_612 DD_99 2013 2014
II_374 SA 2 0 CC_672 Y_493 2013 2014
II_386 SA 2 1 CC_783 BB_782 2013 2014
II_424 SA 2 1 BB_677 Y_635 2013 2014
II_430 SA 2 1 BB_724 DD_629 2013 2014
II_446 SA 2 0 AA_170 FF_217 2013 2014
II_450 SA 2 0 AA_221 DD_700 2013 2014
II_549 SA 2 1 X_668 EE_342 2013 2014
II_592 SA 2 1 T_862 DD_285 2013 2014
II_601 SA 2 0 Q_305 AA_799 2013 2014
II_615 SA 2 1 J_1246 FF_321 2013 2014
HH_19 A 3 0 EE_404 EE_91 2012 2014
HH_20 A 3 0 CC_331 EE_92 2012 2014
HH_32 A 3 1 CC_182 EE_141 2012 2014
HH_47 A 3 0 EE_393 EE_191 2012 2014
HH_181 A 3 0 EE_601 DD_197 2012 2014
HH_266 A 3 0 DD_609 CC_2 2012 2014
HH_357 A 3 0 EE_400 BB_243 2012 2014
HH_361 A 3 1 CC_607 BB_275 2012 2014
HH_381 A 3 0 EE_686 BB_542 2012 2014
HH_410 A 3 1 CC_86 AA_103 2012 2014
HH_419 A 3 1 Y_81 AA_245 2012 2014
HH_430 A 3 1 EE_156 AA_464 2012 2014
HH_475 A 3 0 EE_668 Z_413 2012 2014
HH_490 A 3 0 CC_684 Z_775 2012 2014
HH_494 A 3 0 EE_502 Z_843 2012 2014
HH_522 A 3 1 V_564 Y_434 2012 2014
HH_532 A 3 1 X_315 Y_679 2012 2014
HH_549 A 3 0 Z_452 X_712 2012 2014
HH_551 A 3 1 DD_556 X_739 2012 2014
GG_36 A 4 1 Y_775 DD_170 2011 2014
GG_69 A 4 0 V_403 DD_285 2011 2014
GG_80 A 4 1 Y_478 DD_355 2011 2014
GG_103 A 4 1 CC_255 DD_477 2011 2014
GG_143 A 4 0 CC_573 DD_659 2011 2014
GG_189 A 4 1 DD_301 CC_144 2011 2014
GG_192 A 4 0 CC_161 CC_170 2011 2014
GG_195 A 4 0 CC_766 CC_223 2011 2014
GG_247 A 4 0 DD_655 CC_677 2011 2014
GG_257 A 4 1 CC_701 CC_724 2011 2014
GG_273 A 4 0 DD_692 BB_70 2011 2014
GG_294 A 4 0 CC_741 BB_294 2011 2014
GG_345 A 4 1 U_372 BB_775 2011 2014
GG_409 A 4 1 Y_396 AA_799 2011 2014
GG_452 A 4 1 Z_795 Z_547 2011 2014
GG_485 A 4 1 DD_621 Y_135 2011 2014
GG_533 A 4 1 DD_242 X_593 2011 2014
GG_617 A 4 1 Z_275 T_1013 2011 2014
FF_165 A 5 1 M_670 BB_168 2010 2014
FF_345 A 5 1 BB_512 AA_672 2010 2014
FF_429 A 5 0 BB_141 Z_770 2010 2014
FF_520 A 5 1 X_245 X_739 2010 2014
FF_556 A 5 1 X_168 V_21 2010 2014
FF_558 A 5 1 CC_45 V_60 2010 2014
EE_42 A 6 0 K_83 BB_245 2009 2014
EE_72 A 6 0 Y_621 BB_419 2009 2014
EE_112 A 6 1 BB_389 BB_575 2009 2014
EE_255 A 6 1 V_210 AA_640 2009 2014
EE_397 A 6 1 Z_691 Y_28 2009 2014
EE_598 A 6 0 Z_374 V_948 2009 2014
EE_604 A 6 0 W_314 U_72 2009 2014
EE_647 A 6 1 BB_718 T_875 2009 2014
EE_664 A 6 0 AA_379 S_596 2009 2014
EE_700 A 6 1 AA_254 O_412 2009 2014
DD_6 A 7 0 S_546 AA_13 2008 2014
DD_103 A 7 0 W_334 AA_495 2008 2014
DD_127 A 7 1 V_2 AA_649 2008 2014
DD_139 A 7 1 AA_366 AA_694 2008 2014
DD_169 A 7 1 AA_285 AA_830 2008 2014
DD_173 A 7 1 Z_531 AA_848 2008 2014
DD_260 A 7 0 W_781 Z_576 2008 2014
DD_271 A 7 0 W_589 Z_640 2008 2014
DD_556 A 7 0 AA_601 V_281 2008 2014
DD_606 A 7 1 T_317 U_537 2008 2014
CC_74 A 8 1 T_469 Z_353 2007 2014
CC_404 A 8 1 V_403 X_906 2007 2014
CC_511 A 8 1 T_1094 V_60 2007 2014
BB_111 A 9 1 P_129 Y_510 2006 2014
BB_151 A 9 0 Y_174 Y_685 2006 2014
BB_359 A 9 1 N_1289 W_451 2006 2014
BB_462 A 9 0 U_224 V_241 2006 2014
BB_516 A 9 1 T_857 V_801 2006 2014
BB_785 A 9 0 X_525 N_1237 2006 2014
AA_84 A 10 1 N_983 X_433 2005 2014
AA_200 A 10 0 Q_367 W_132 2005 2014
Z_21 A 11 1 W_561 W_79 2004 2014
Z_50 A 11 0 W_414 W_262 2004 2014
Z_58 A 11 0 Q_203 W_322 2004 2014
Z_290 A 11 0 W_309 V_361 2004 2014
Z_579 A 11 0 W_221 T_970 2004 2014
Z_585 A 11 1 W_910 T_1030 2004 2014
Z_667 A 11 1 W_483 S_1141 2004 2014
Z_819 A 11 1 W_280 N_881 2004 2014
Y_16 A 12 0 Q_547 V_67 2003 2014
Y_241 A 12 1 V_635 U_242 2003 2014
X_303 A 13 0 T_555 T_665 2002 2014
X_668 A 13 0 Q_899 Q_697 2002 2014
X_758 A 13 1 P_906 P_1206 2002 2014
X_901 A 13 1 T_581 K_1217 2002 2014
U_1084 A 16 0 R_672 B_433 1999 2014
M_1097 A 24 1 H_958 F_1440 1991 2014
KK_21 J 1 0 EE_410 HH_123 2015 2015
KK_22 J 1 0 CC_45 HH_125 2015 2015
KK_48 J 1 1 Y_248 HH_268 2015 2015
KK_74 J 1 0 W_64 HH_422 2015 2015
KK_164 J 1 1 AA_298 GG_324 2015 2015
KK_176 J 1 1 HH_8 GG_384 2015 2015
KK_188 J 1 0 Y_256 GG_521 2015 2015
KK_221 J 1 1 GG_472 FF_42 2015 2015
KK_224 J 1 0 HH_170 FF_71 2015 2015
KK_243 J 1 1 EE_566 FF_263 2015 2015
KK_254 J 1 1 HH_287 FF_337 2015 2015
KK_268 J 1 0 FF_487 FF_453 2015 2015
KK_283 J 1 1 GG_301 FF_558 2015 2015
KK_311 J 1 1 GG_457 EE_164 2015 2015
KK_333 J 1 0 FF_188 EE_384 2015 2015
KK_339 J 1 1 Y_576 EE_498 2015 2015
KK_346 J 1 1 EE_117 EE_579 2015 2015
KK_347 J 1 1 HH_357 EE_614 2015 2015
KK_361 J 1 0 Z_205 DD_127 2015 2015
KK_370 J 1 0 HH_590 DD_263 2015 2015
KK_391 J 1 1 EE_400 DD_577 2015 2015
KK_412 J 1 0 FF_511 CC_353 2015 2015
KK_418 J 1 0 EE_601 CC_498 2015 2015
KK_438 J 1 1 Y_304 BB_359 2015 2015
KK_440 J 1 0 X_303 BB_446 2015 2015
KK_471 J 1 0 EE_98 Z_21 2015 2015
KK_475 J 1 0 Z_636 Z_335 2015 2015
KK_538 J 1 0 DD_735 Q_794 2015 2015
JJ_19 SA 2 0 FF_315 GG_98 2014 2015
JJ_36 SA 2 0 GG_582 GG_152 2014 2015
JJ_76 SA 2 1 P_1347 GG_373 2014 2015
JJ_79 SA 2 0 DD_487 GG_393 2014 2015
JJ_89 SA 2 0 FF_429 GG_485 2014 2015
JJ_99 SA 2 1 R_713 GG_533 2014 2015
JJ_106 SA 2 0 GG_416 GG_566 2014 2015
JJ_120 SA 2 1 CC_672 GG_625 2014 2015
JJ_185 SA 2 1 GG_195 FF_338 2014 2015
JJ_230 SA 2 0 GG_509 FF_597 2014 2015
JJ_237 SA 2 1 Y_491 FF_637 2014 2015
JJ_274 SA 2 0 BB_723 EE_289 2014 2015
JJ_292 SA 2 1 FF_405 EE_402 2014 2015
JJ_297 SA 2 1 DD_271 EE_462 2014 2015
JJ_324 SA 2 0 BB_544 DD_44 2014 2015
JJ_327 SA 2 1 EE_369 DD_88 2014 2015
JJ_328 SA 2 1 CC_660 DD_99 2014 2015
JJ_336 SA 2 0 DD_640 DD_215 2014 2015
JJ_352 SA 2 0 DD_457 DD_443 2014 2015
JJ_382 SA 2 0 T_164 CC_4 2014 2015
JJ_388 SA 2 0 BB_389 CC_74 2014 2015
JJ_394 SA 2 1 CC_745 CC_136 2014 2015
JJ_432 SA 2 1 AA_647 BB_254 2014 2015
JJ_433 SA 2 0 BB_669 BB_294 2014 2015
JJ_460 SA 2 1 FF_28 AA_217 2014 2015
JJ_484 SA 2 1 Y_478 Z_101 2014 2015
JJ_511 SA 2 1 GG_256 Y_160 2014 2015
JJ_517 SA 2 1 AA_769 Y_263 2014 2015
JJ_527 SA 2 0 GG_517 Y_635 2014 2015
JJ_577 SA 2 0 GG_294 Q_678 2014 2015
II_25 A 3 0 FF_178 R_656 2013 2015
II_131 A 3 0 EE_117 CC_554 2013 2015
II_142 A 3 0 EE_211 FF_518 2013 2015
II_179 A 3 0 EE_403 DD_530 2013 2015
II_242 A 3 1 DD_103 Q_152 2013 2015
II_247 A 3 1 DD_128 FF_226 2013 2015
II_264 A 3 0 DD_289 FF_71 2013 2015
II_311 A 3 0 CC_86 BB_615 2013 2015
II_318 A 3 0 CC_149 EE_45 2013 2015
II_352 A 3 0 CC_486 CC_44 2013 2015
II_383 A 3 1 CC_745 FF_182 2013 2015
II_391 A 3 0 BB_86 EE_408 2013 2015
II_458 A 3 0 AA_350 FF_445 2013 2015
II_501 A 3 1 Z_656 CC_659 2013 2015
II_590 A 3 1 T_555 CC_38 2013 2015
HH_21 A 4 0 EE_689 EE_93 2012 2015
HH_35 A 4 0 N_237 EE_151 2012 2015
HH_65 A 4 0 EE_281 EE_289 2012 2015
HH_70 A 4 0 BB_66 EE_303 2012 2015
HH_88 A 4 0 EE_302 EE_384 2012 2015
HH_108 A 4 0 T_555 EE_504 2012 2015
HH_138 A 4 0 W_565 EE_649 2012 2015
HH_161 A 4 1 X_290 DD_66 2012 2015
HH_180 A 4 1 Z_255 DD_186 2012 2015
HH_276 A 4 1 CC_627 CC_60 2012 2015
HH_282 A 4 1 Z_625 CC_109 2012 2015
HH_397 A 4 1 CC_494 BB_766 2012 2015
HH_423 A 4 1 CC_733 AA_351 2012 2015
HH_467 A 4 1 DD_677 Z_332 2012 2015
HH_497 A 4 1 BB_544 Y_28 2012 2015
HH_508 A 4 1 DD_689 Y_196 2012 2015
HH_542 A 4 0 X_303 X_442 2012 2015
HH_564 A 4 0 EE_598 W_493 2012 2015
HH_585 A 4 1 AA_319 V_449 2012 2015
HH_611 A 4 1 X_667 T_149 2012 2015
GG_7 A 5 0 CC_194 DD_37 2011 2015
GG_48 A 5 0 Y_351 DD_206 2011 2015
GG_65 A 5 1 BB_323 DD_276 2011 2015
GG_73 A 5 1 CC_708 DD_300 2011 2015
GG_106 A 5 0 BB_55 DD_497 2011 2015
GG_194 A 5 1 DD_54 CC_201 2011 2015
GG_221 A 5 0 Z_178 CC_465 2011 2015
GG_281 A 5 1 V_494 BB_195 2011 2015
GG_360 A 5 1 AA_819 AA_90 2011 2015
GG_377 A 5 0 Z_167 AA_282 2011 2015
GG_447 A 5 0 CC_26 Z_424 2011 2015
GG_495 A 5 0 W_64 Y_257 2011 2015
GG_541 A 5 0 DD_271 X_758 2011 2015
GG_637 A 5 0 DD_735 P_588 2011 2015
FF_62 A 6 0 BB_386 CC_329 2010 2015
FF_191 A 6 0 BB_308 BB_322 2010 2015
FF_228 A 6 0 R_289 BB_575 2010 2015
FF_230 A 6 0 CC_596 BB_584 2010 2015
FF_277 A 6 1 AA_847 AA_84 2010 2015
FF_321 A 6 1 Z_844 AA_431 2010 2015
FF_451 A 6 0 Q_305 Y_143 2010 2015
FF_520 A 6 1 X_245 X_739 2010 2015
FF_615 A 6 1 Z_415 T_1143 2010 2015
EE_14 A 7 0 BB_305 BB_103 2009 2015
EE_168 A 7 0 Z_122 AA_3 2009 2015
EE_175 A 7 1 BB_335 AA_44 2009 2015
EE_353 A 7 1 AA_131 Z_555 2009 2015
EE_614 A 7 1 AA_425 U_537 2009 2015
DD_2 A 8 1 Q_328 AA_3 2008 2015
DD_507 A 8 1 X_525 W_482 2008 2015
DD_513 A 8 1 W_64 W_556 2008 2015
DD_606 A 8 1 T_317 U_537 2008 2015
DD_616 A 8 1 Z_377 U_786 2008 2015
DD_621 A 8 0 Z_255 U_926 2008 2015
DD_716 A 8 1 Y_1 P_874 2008 2015
CC_258 A 9 0 Q_1124 Y_437 2007 2015
CC_353 A 9 1 U_644 X_266 2007 2015
CC_498 A 9 1 W_470 W_958 2007 2015
BB_129 A 10 0 V_568 Y_556 2006 2015
BB_446 A 10 1 Y_849 V_60 2006 2015
BB_791 A 10 0 Y_304 L_385 2006 2015
AA_93 A 11 0 W_341 X_465 2005 2015
AA_337 A 11 1 V_618 W_972 2005 2015
AA_758 A 11 0 X_437 P_283 2005 2015
Z_58 A 12 0 Q_203 W_322 2004 2015
Z_69 A 12 0 S_1084 W_377 2004 2015
Z_155 A 12 0 W_805 W_724 2004 2015
Z_205 A 12 0 V_740 W_924 2004 2015
